sut_code,description_tr,category,retired_at
705230,Direkt coombs (Kompleman),therapeutic,
705240,Donör muayenesi,therapeutic,
705250,Elüsyon testi,therapeutic,
705260,Eritrosit süspansiyonu yıkama,therapeutic,
705270,Fibrin glue hazırlama,therapeutic,
705280,Hemoglobin küveti ile otomatik sistemde hemoglobin tayini,therapeutic,
705290,İndirekt coombs testi,therapeutic,
705300,"Lökositten arındırılmış kan ürünü hazırlama, her bir ünite",therapeutic,
705310,"Sellüler kan ürünlerinin ışınlanması, her bir ünite",therapeutic,
705320,Soğuk aglütininler,therapeutic,
705330,"Steril tüp birleştirme, her bir bağlantı",therapeutic,
705340,"Taze donmuş plazma - kriyopresipitat eritilmesi, her bir ünite",therapeutic,
705350,Aferez trombosit süspansiyonu,therapeutic,
705351,"Tek donörden çift aferez trombosit süspansiyonu, tek ünite",therapeutic,
705352,"Aferez trombosit süspansiyonu pediatrik (ikiye bölünmüş), tek ünite",therapeutic,
705353,"Aferez trombosit süspansiyonu pediatrik (üçe bölünmüş), tek ünite",therapeutic,
705354,"Tek donörden çift aferez trombosit süspansiyonu, pediatrik (ikiye bölünmüş), tek ünite",therapeutic,
705355,"Tek donörden çift aferez trombosit süspansiyonu, pediatrik (üçe bölünmüş), tek ünite",therapeutic,
705360,Aferez granülosit süspansiyonu,therapeutic,
705370,Eritrosit Süspansiyonu,therapeutic,
705371,"Eritrosit Süspansiyonu, Kızılay'dan temin edilen",therapeutic,
705372,"Pediatrik eritrosit süspansiyonu, üçlü transfer torba ile hazırlanan, tek ünite",therapeutic,
705373,"Pediatrik eritrosit süspansiyonu, dörtlü transfer torba ile hazırlanan, tek ünite",therapeutic,
705380,"Granülosit süspansiyonu (Random donor, 1 ünite)",therapeutic,
705390,Kriyopresipitat,therapeutic,
705400,Otolog tam kan,therapeutic,
705410,Otolog fibrin yapıştırıcı,therapeutic,
705420,Tam kan (Torbada),therapeutic,
705430,Taze donmuş plazma,therapeutic,
705431,"Taze donmuş plazma pediatrik (ikiye bölünmüş), tek ünite",therapeutic,
705432,"Taze donmuş plazma pediatrik (üçe bölünmüş), tek ünite",therapeutic,
705440,Trombosit süspansiyonu (1 ünite random donör trombositi),therapeutic,
705441,Random trombosit süspansiyonu filtrelenmiş (pediatrik),therapeutic,
705442,"Havuzlanmış trombosit süspansiyonu, dörtlü",therapeutic,
705443,"Havuzlanmış trombosit süspansiyonu, altılı",therapeutic,
750000,Ekstremite nakli (Tek kol veya tek bacak),therapeutic,
750010,Yüz Nakli,therapeutic,
800010,10 tedavi günü ve altındaki tedaviler,therapeutic,
800020,11-20 tedavi günü süreli tedaviler,therapeutic,
800030,21-30 tedavi günü süreli tedaviler,therapeutic,
800040,30 tedavi gününden uzun süreli tedaviler,therapeutic,
800050,Brakiterapi,therapeutic,
800060,Streotaktik radyoterapi,therapeutic,
800070,a) Basit eksternal radyoterapi tasarımı,therapeutic,
800080,b) Orta eksternal radyoterapi tasarımı,therapeutic,
800090,c) Kompleks eksternal radyoterapi tasarımı,therapeutic,
800100,d) Konformal eksternal radyoterapi tasarımı,therapeutic,
800110,e) IMRT veya volumetrik ark tedavisi/helikal ark terapi uygulamalarında eksternal radyoterapi tasarımı,therapeutic,
800111,a) Basit brakiterapi tasarımı,therapeutic,
800112,b) Orta brakiterapi tasarımı,therapeutic,
800113,c) Kompleks brakiterapi tasarımı,therapeutic,
800114,d) Konformal brakiterapi tasarımı,therapeutic,
800120,a) Basit radyoterapi planlama,therapeutic,
800130,b) Orta radyoterapi planlama,therapeutic,
800140,c) Kompleks radyoterapi planlama,therapeutic,
800150,d) Üç boyutlu (Konformal) radyoterapi planlama,therapeutic,
800160,e) IMRT veya volumetrik ark tedavisi/helikal ark terapi uygulamalarında radyoterapi planlama,therapeutic,
800170,a) Temel radyasyon doz hesapları,therapeutic,
800180,b) Basit eksternal radyoterapi doz hesapları,therapeutic,
800190,c) Orta eksternal radyoterapi doz hesapları,therapeutic,
800200,d) Kompleks eksternal radyoterapi doz hesapları,therapeutic,
800210,e) Konformal eksternal radyoterapi doz hesapları,therapeutic,
800220,f) IMRT veya volumetrik ark tedavisi/helikal ark terapi uygulamalarında eksternal radyoterapi doz hesapları,therapeutic,
800230,g) Özel eksternal radyoterapi doz hesapları,therapeutic,
800235,a) Temel radyasyon doz hesapları,therapeutic,
800240,b) Basit brakiterapi doz hesapları,therapeutic,
800250,c) Orta brakiterapi doz hesapları,therapeutic,
800260,d) Kompleks brakiterapi doz hesapları,therapeutic,
800270,"Özel dozimetre: TLD, mikrodozimetre",therapeutic,
800280,Basit tedavi aletleri tasarım ve yapımı,therapeutic,
800290,Orta tedavi aletleri tasarım ve yapımı,therapeutic,
800300,Kompleks tedavi aletleri tasarım ve yapımı,therapeutic,
800310,Film,therapeutic,
800320,Digital,therapeutic,
800330,Basit eksternal radyoterapi uygulaması,therapeutic,
800340,Orta eksternal radyoterapi uygulaması,therapeutic,
800350,Kompleks eksternal radyoterapi uygulaması,therapeutic,
800360,Tek fraksiyonlu radyoterapi uygulaması,therapeutic,
800370,Özel tedavi uygulamaları: tüm vücut/ yarım vücut ışınlamaları,therapeutic,
800380,Basit lineer akseleratör radyoterapi uygulaması,therapeutic,
800390,Orta lineer akseleratör radyoterapi uygulaması,therapeutic,
800400,Kompleks lineer akseleratör radyoterapi uygulaması,therapeutic,
800410,Konformal lineer akseleratör radyoterapi uygulaması,therapeutic,
800420,Tek fraksiyonlu lineer akseleratör radyoterapi uygulaması,therapeutic,
800430,Özel tedavi uygulaması: tüm veya yarım vücut ışınlamaları,therapeutic,
800440,"e) Lineer akseleratör radyoterapi ile IMRT veya volumetrik ark tedavisi/helikal ark terapi uygulamaları, her bir seans",therapeutic,
800450,Eksternal yüzeyel hipertermi,therapeutic,
800460,Eksternal derin hipertermi,therapeutic,
800470,İntertisiyel hipertermi (5 veya daha az aplikatör),therapeutic,
800480,İntertisiyel hipertermi (5' den fazla aplikatör),therapeutic,
800490,İntrakaviter hipertermi,therapeutic,
800500,Basit intrakaviter brakiterapi uygulaması,therapeutic,
800510,Orta intrakaviter brakiterapi uygulaması,therapeutic,
800520,Kompleks intrakaviter brakiterapi uygulaması,therapeutic,
800530,Basit intertisiyel brakiterapi uygulaması,therapeutic,
800540,Orta intertisiyel brakiterapi uygulaması,therapeutic,
800550,Kompleks intertisiyel brakiterapi uygulaması,therapeutic,
800560,After-loading brakiterapi uygulaması:1-4 arası kaynak pozisyonlu uygulamaların seansı,therapeutic,
800570,After-loading brakiterapi uygulaması:5-8 arası kaynak pozisyonlu uygulamaların seansı,therapeutic,
800580,After-loading brakiterapi uygulaması: 9-12 arası kaynak pozisyonlu uygulamaların seansı,therapeutic,
800590,After-loading brakiterapi uygulaması:12’den fazla kaynak pozisyonlu uygulamaların seansı,therapeutic,
800600,Yüzeyel radyoaktif element uygulaması,therapeutic,
800610,Radyoaktif elementin hazırlanması ve uygulanması,therapeutic,
800615,Kobalt-60 kaynaklı Teleterapi Cihazları ile yapılan Stereotaktik Radyoterapi/Radyocerrahi İşlemleri,therapeutic,
800616,Robotik Lineer Akselaratör ile yapılan Stereotaktik Radyoterapi/Radyocerrahi İşlemleri,therapeutic,
800620,"Akciğer perfüzyon sintigrafisi, planar",imaging,
800640,"Akciğer Perfüzyon Sintigrafisi, SPECT",imaging,
800641,"Akciğer Perfüzyon Sintigrafisi, Kantitatif",imaging,
800660,"Akciğer Ventilasyon Sintigrafisi, Planar (Aerosol)",imaging,
800661,"Akciğer Ventilasyon Sintigrafisi, SPECT (Aerosol)",imaging,
800670,"Akciğer Ventilasyon Sintigrafisi, Planar (Technegas)",imaging,
800671,"Akciğer Ventilasyon Sintigrafisi, SPECT (Technegas)",imaging,
800680,Beyin Perfüzyon SPECT (Tc-99m HMPAO),imaging,
800681,Beyin Perfüzyon SPECT (Tc-99m ECD),imaging,
800682,"Beyin Perfüzyon SPECT, iktal çalışma (Tc-99m ECD)",imaging,
800690,Beyin PET,imaging,
800710,Konvansiyonel Beyin Sintigrafisi,imaging,
800720,Sisternografi (In-111 DTPA),imaging,
800730,Sisternografi (Tc-99m DTPA),imaging,
800735,"Beyin Reseptör Çalışması, SPECT",imaging,
800740,Ventriküler Şant Açıklığının Araştırılması,imaging,
800750,Miyokard Perfüzyon SPECT (Tl-201),imaging,
800755,Miyokard Sempatik İnervasyon Sintigrafisi (I-123 MIBG),imaging,
800760,"Radyonüklid Ventrikülografi (MUGA), istirahat",imaging,
800770,"Radyonüklid Ventrikülografi (MUGA), SPECT",imaging,
800781,"Miyokard Perfüzyon SPECT, reenjeksiyon (Tl-201)",imaging,
800800,"Miyokard Perfüzyon SPECT, GATED (Tc-99m kompleksleri)",imaging,
800810,"Miyokard Perfüzyon SPECT, GATED (Tl-201)",imaging,
800830,Miyokard Perfüzyon SPECT (Tc-99m kompleksleri),imaging,
800840,"Miyokard PET, viabilite çalışması",imaging,
800841,"Miyokard PET, perfüzyon çalışması",imaging,
800843,"Kardiyak Amiloidoz Sintigrafisi (99mTc-PYP, DPD veya HMDP ile)",imaging,
800851,Radyonüklid Venografi,imaging,
800860,"Radyonüklid Ventrikülografi (MUGA), stres",imaging,
800861,"Radyonüklid Ventrikülografi (MUGA)SPECT, stres",imaging,
800862,Farmakolojik STRES,imaging,
800863,Miyokard Attenüasyon düzeltme,imaging,
800870,Artrosintigrafi,imaging,
800880,"Kemik Sintigrafisi, üç fazlı",imaging,
800890,"Kemik Sintigrafisi, tüm vücut",imaging,
800900,"Kemik Sintigrafisi, SPECT",imaging,
800901,Kemik PET (F-18 NaF),imaging,
800902,Anatomik korelasyon,imaging,
800920,Perklorat kovma testi,imaging,
800930,Adrenal Korteks Sintigrafisi (I-131 Norkolesterol),imaging,
800940,"Paratiroid Sintigrafisi, Dual Faz (Tc-99m MIBI)",imaging,
800942,"Paratiroid Sintigrafisi, SPECT (Tc-99m MIBI)",imaging,
800950,Tiroid Sintigrafisi,imaging,
800951,"Tiroid ince iğne aspirasyon biyopsisi, görüntüleme yöntemleri eşliğinde",imaging,
800960,Tiroid Uptake Çalışması (Tc-99m Perteknetat),imaging,
800970,Tiroid uptake çalışması (I-131 veya I-123),imaging,
800971,Anatomik korelasyon tiroid ve paratiroid sintigrafileri için,imaging,
800990,Gastrointestinal Kanama Çalışması (Tc-99m Kolloid),imaging,
800991,Gastrointestinal Kanama Çalışması (Tc-99m RBC),imaging,
800995,Gastrointestinal Protein Kaybı Çalışması,imaging,
801010,Gastroözefajiyal Reflü Çalışması,imaging,
801020,Hepatobiliyer Sintigrafi,imaging,
801030,"Karaciğer Dalak Sintigrafisi, Planar",imaging,
801031,"Karaciğer Dalak Sintigrafisi, SPECT",imaging,
801040,Mekkel Divertikülü Araştırması,imaging,
801050,Mide Boşalma Çalışması,imaging,
801060,Özefagus Transit Çalışması,imaging,
801070,Tükrük Bezi Sintigrafisi,imaging,
801090,"Böbrek Sintigrafisi, Dinamik (Tc-99m DTPA)",imaging,
801091,"Böbrek Sintigrafisi, Dinamik (Tc-99m MAG-3)",imaging,
801092,"Böbrek Sintigrafisi, Dinamik (Tc-99m EC)",imaging,
801110,"Böbrek Parankim Sintigrafisi, SPECT (Tc-99m DMSA)",imaging,
801120,"GFR Ölçümü, İn vitro (Tc-99m kompleksleri)",imaging,
801121,"GFR Ölçümü, Kamera Metodu (Tc-99m kompleksleri)",imaging,
801122,"GFR Ölçümü, İn vitro (Cr-51 EDTA)",imaging,
801140,"Böbrek Sintigrafisi, ACE İnhibitörlü (Tc-99m MAG-3)",imaging,
801141,"Böbrek Sintigrafisi, ACE İnhibitörlü (Tc-99m DTPA)",imaging,
801150,"Vezikoüreteral Reflü Sintigrafisi, direkt",imaging,
801160,"Vezikoüreteral Reflü Sintigrafisi, indirekt",imaging,
801170,"Böbrek Parankim Sintigrafisi, Planar (Tc-99m DMSA)",imaging,
801180,Testis Sintigrafisi,imaging,
801190,"Enfeksiyon Odağı Araştırması, İşaretli Lökosit",imaging,
801191,"Enfeksiyon Odağı Araştırması, SPECT",imaging,
801200,Enfeksiyon Odağı Araştırması (Tc-99m HIG),imaging,
801210,Enfeksiyon Odağı Araştırması (Tc-99m Nanokolloid),imaging,
801211,Lökosit İşaretlemesi,imaging,
801220,Dalak Sekestrasyon Çalışması,imaging,
801230,Eritrosit Yaşam Süresi Saptanması,imaging,
801240,Eritrosit/Plazma/Total Kan Volümü Tayini,imaging,
801260,Hepatik Arter Perfüzyon Çalışması,imaging,
801271,"Hemanjiyom görüntüleme, SPECT, işaretli eritrosit ile",imaging,
801280,Kemik iliği sintigrafisi,imaging,
801290,Lenfosintigrafi,imaging,
801310,Selektif Dalak Sintigrafisi (Tc-99m işaretli denatüre eritrosit),imaging,
801330,"Tümör Görüntüleme, tüm vücut (Tc-99m V-DMSA)",imaging,
801331,"Tümör Görüntüleme, SPECT (Tc-99m V-DMSA)",imaging,
801340,"Tümör Görüntüleme, tüm vücut (Ga-67)",imaging,
801341,"Tümör Görüntüleme, SPECT (Ga-67)",imaging,
801350,"İyot-131 veya I-123 tüm vücut tarama, tanısal",imaging,
801351,"Tüm vücut tarama, tedavi sonrası (gama kamera veya PET)",therapeutic,
801360,"Tümör Görüntüleme, Tüm Vücut (In-111 Oktreotid)",imaging,
801361,"Tümör Görüntüleme, SPECT (In-111 Oktreotid)",imaging,
801362,"Tümör Görüntüleme, tüm vücut (Tc-99m işaretli peptid)",imaging,
801363,"Tümör Görüntüleme, SPECT (Tc-99m işaretli peptid)",imaging,
801364,Onkolojik PET (Ga-68 işaretli somatostatin analog peptid bileşikler),imaging,
801365,Onkolojik PET (Ga-68 işaretli PSMA),imaging,
801370,İntraoperatif Gama Prop Uygulaması,imaging,
801380,"Tümör Görüntüleme, Tüm Vücut (I-131 MIBG)",imaging,
801381,"Tümör Görüntüleme, SPECT (I-131 MIBG)",imaging,
801382,"Tümör Görüntüleme, Tüm Vücut (I-123 MIBG)",imaging,
801383,"Tümör Görüntüleme, SPECT (I-123 MIBG)",imaging,
801390,"Tümör Görüntüleme, tüm vücut (Tc-99m Kompleksleri ile)",imaging,
801391,"Tümör Görüntüleme, SPECT (Tc-99m Kompleksleri ile)",imaging,
801400,"Radyoimmünosintigrafi, tüm vücut",imaging,
801401,"Radyoimmünosintigrafi, SPECT",imaging,
801410,Sentinel Lenf Nodu Çalışması,imaging,
801412,Radyonüklid İşaretleme İle Lezyon Saptama,imaging,
801420,Meme Sintigrafisi,imaging,
801430,"Tümör Görüntüleme, tüm vücut (Tl-201)",imaging,
801431,"Tümör Görüntüleme, SPECT (Tl-201)",imaging,
801440,Onkolojik PET (F-18 FDG),imaging,
801455,Radyonüklid Tedavi Değerlendirme,therapeutic,
801460,Radyonüklid Sinovektomi,therapeutic,
801470,"Radyonüklid Tedavi, I-131, 5 mCi",therapeutic,
801471,"Radyonüklid Tedavi, I-131, 10 mCi",therapeutic,
801472,"Radyonüklid Tedavi, I-131, 15 mCi",therapeutic,
801473,"Radyonüklid Tedavi, I-131, 20 mCi",therapeutic,
801474,"Radyonüklid Tedavi, I-131, 30 mCi",therapeutic,
801475,"Radyonüklid Tedavi, I-131, 50 mCi",therapeutic,
801476,"Radyonüklid Tedavi, I-131, 75 mCi",therapeutic,
801480,"Radyonüklid Tedavi, I-131, 100 mCi",therapeutic,
801481,"Radyonüklid Tedavi, I-131, 125 mCi",therapeutic,
801482,"Radyonüklid Tedavi, I-131, 150 mCi",therapeutic,
801483,"Radyonüklid Tedavi, I-131, 200 mCi",therapeutic,
801490,"Radyonüklid Tedavi, I-131 MIBG, 50 mCi",therapeutic,
801491,"Radyonüklid Tedavi, I-131 MIBG, 100 mCi",therapeutic,
801492,"Radyonüklid Tedavi, I-131 MIBG, 200 mCi",therapeutic,
801500,"Radyonüklid Tedavi, P-32",therapeutic,
801510,"Radyonüklid Tedavi, Re-186",therapeutic,
801520,"Radyonüklid Tedavi, Sm-153",therapeutic,
801530,"Radyonüklid Tedavi, Sr-89",therapeutic,
801540,"Radyoimmünoterapi, Y-90 anti CD-20 antikor",therapeutic,
801541,Somatostatin Reseptör Tedavisi (In-111 Pentetreotide),therapeutic,
801542,Radyonüklid tedavi radyasyon monitörizasyonu,therapeutic,
801543,"Radyonüklid Tedavi, İntraarteriyal, I-131 Lipiodol",therapeutic,
801544,"Radyonüklid Tedavi, İntraarteriyal,Y-90 mikroküre",therapeutic,
801545,Y-90 veya Lu-177 işaretli terapötik bileşikler,therapeutic,
801546,"Radyonüklid tedavi planlama, dozimetri",therapeutic,
801547,Radyonüklid tedavi uygulamaları için radyofarmasötik hazırlama hizmeti,therapeutic,
801550,Dakriosintigrafi,imaging,
801557,Organ Kan Akımı Çalışması (Tc-99m kompleksleri ile),imaging,
801561,Kemik yaşı tayini,imaging,
801570,Floroskopi,imaging,
801580,Kemik survey,imaging,
801590,Mammografi (tek meme),imaging,
801592,Mammografi (bilateral meme),imaging,
801600,Mandibula (Tek yön),imaging,
801610,Schuller grafisi (Mukayeseli),imaging,
801620,Sella spot grafisi,imaging,
801630,Sinüs (Waters) grafisi (Tek yön),imaging,
801631,Nazal grafisi lateral,imaging,
801632,Nazofarenks,imaging,
801633,Schuller grafisi,imaging,
801640,Skolyoz tetkiki,imaging,
801650,Stenvers grafisi (Mukayeseli),imaging,
801660,Temporamandibular eklem,imaging,
801661,Humerus tek yön sağ,imaging,
801662,Humerus tek yön sol,imaging,
801663,Humerus iki yön sağ,imaging,
801664,Humerus iki yön sol,imaging,
801665,Humerus tek yön mukayeseli,imaging,
801666,Humerus iki yön mukayeseli,imaging,
801667,Önkol tek yön sağ,imaging,
801668,Önkol tek yön sol,imaging,
801669,Önkol iki yön sağ,imaging,
801671,Önkol iki yön sol,imaging,
801672,Önkol tek yön mukayeseli,imaging,
801673,Önkol iki yön mukayeseli,imaging,
801674,Femur tek yön sağ,imaging,
801675,Femur tek yön sol,imaging,
801676,Femur iki yön sağ,imaging,
801677,Femur iki yön sol,imaging,
801678,Femur tek yön mukayeseli,imaging,
801679,Femur iki yön mukayeseli,imaging,
801681,Tibia/fibula tek yön sağ,imaging,
801682,Tibia/fibula tek yön sol,imaging,
801683,Tibia/fibula iki yön sağ,imaging,
801684,Tibia/fibula iki yön sol,imaging,
801685,Tibia/fibula tek yön mukayeseli,imaging,
801686,Tibia/fibula iki yön mukayeseli,imaging,
801690,Akciğer grafisi (İki yön),imaging,
801710,Akciğer grafisi (Üç yön),imaging,
801720,Akciğer grafisi P.A. (Tek yön),imaging,
801730,Bacak uzunluk grafisi,imaging,
801740,Düz karın grafisi,imaging,
801741,Ayakta direkt batın grafisi,imaging,
801742,Eklem grafisi (üç yön) sağ,imaging,
801743,Eklem grafisi (üç yön) sol,imaging,
801744,Kalça tek yön sağ,imaging,
801745,Kalça tek yön sol,imaging,
801746,Kalça iki yön sağ,imaging,
801747,Kalça iki yön sol,imaging,
801748,Kalça tek yön mukayeseli,imaging,
801749,Kalça iki yön mukayeseli,imaging,
801751,Omuz tek yön sağ,imaging,
801752,Omuz tek yön sol,imaging,
801753,Omuz iki yön sağ,imaging,
801754,Omuz iki yön sol,imaging,
801755,Omuz tek yön mukayeseli,imaging,
801756,Omuz iki yön mukayeseli,imaging,
801757,Dirsek tek yön sağ,imaging,
801758,Dirsek tek yön sol,imaging,
801759,Dirsek iki yön sağ,imaging,
801761,Dirsek iki yön sol,imaging,
801762,Dirsek tek yön mukayeseli,imaging,
801763,Dirsek iki yön mukayeseli,imaging,
801764,El-elbilek tek yön sağ,imaging,
801765,El-elbilek tek yön sol,imaging,
801766,El-elbilek iki yön sağ,imaging,
801767,El-elbilek iki yön sol,imaging,
801768,El-elbilek tek yön mukayeseli,imaging,
801769,El-elbilek iki yön mukayeseli,imaging,
801771,Diz tek yön sağ,imaging,
801772,Diz tek yön sol,imaging,
801773,Diz iki yön sağ,imaging,
801774,Diz iki yön sol,imaging,
801775,Diz tek yön mukayeseli,imaging,
801776,Diz iki yön mukayeseli,imaging,
801777,Ayak/ayak bileği tek yön sağ,imaging,
801778,Ayak/ayak bileği tek yön sol,imaging,
801779,Ayak/ayak bileği iki yön sağ,imaging,
801781,Ayak/ayak bileği iki yön sol,imaging,
801782,Ayak/ayak bileği tek yön mukayeseli,imaging,
801783,Ayak/ayak bileği iki yön mukayeseli,imaging,
801800,Kafa grafisi (dört yön),imaging,
801810,Kafa grafisi (İki yön),imaging,
801820,Kafa grafisi (Tek yön),imaging,
801830,Kalp teleradyogramlar (İki yön),imaging,
801840,Kalp teleradyogramlar (Tek yön),imaging,
801860,Kalp teleradyogramlar (Üç yön),imaging,
801870,Pelvis grafisi (Tek yön),imaging,
801880,Pelvis grafisi (Üç yön),imaging,
801890,Pelvimetri (İki yön),imaging,
801891,Sakrum (tek yön),imaging,
801892,Sakrum (iki yön),imaging,
801893,Sakroiliak eklem,imaging,
801900,"Vertebra grafileri, servikal (dört yön)",imaging,
801910,"Vertebra grafileri, servikal (İki yön)",imaging,
801920,"Vertebra grafileri, servikal (Tek yön)",imaging,
801930,"Vertebra grafileri, servikal (Üç yön)",imaging,
801940,"Vertebra grafileri, lomber (dört yön)",imaging,
801950,"Vertebra grafileri, lomber (iki yön)",imaging,
801960,"Vertebra grafileri, lomber (tek yön)",imaging,
801970,"Vertebra grafileri, lomber (üç yön)",imaging,
801971,"Vertebra grafileri, torakal (tek yön)",imaging,
801972,"Vertebra grafileri, torakal (iki yön)",imaging,
801980,L5-S1 spot grafisi,imaging,
801990,"Anterograd pyelografi, var olan kateterden",imaging,
802000,"Anterograd pyelografi, ince iğne ile, işlemin tümü",imaging,
802010,Artrografi,imaging,
802020,Bronkografı,imaging,
802030,Çift kontrast kolon tetkiki,imaging,
802040,Çift kontrast mide tetkiki,imaging,
802050,Dakriosistografi,imaging,
802060,Defekografi,imaging,
802070,Distal kolon grafisi,imaging,
802080,Duktografi-galaktografi,imaging,
802090,Enteroklizis,imaging,
802100,Faringografi,imaging,
802110,Faringo-özefagografi,imaging,
802120,Fistülografi,imaging,
802130,Histerosalpingografi (HSG),imaging,
802140,İnravenöz Piyelografi (İVP),imaging,
802150,"İnravenöz Piyelografi (İVP), dakikalık",imaging,
802160,İnce barsak tetkiki,imaging,
802170,Kolon tetkiki,imaging,
802180,Laringografi,imaging,
802190,Lenfanjiyografi,imaging,
802200,Mide duedonum tetkiki,imaging,
802210,Myelografi,imaging,
802220,Oral kolesistografi,imaging,
802230,Özefagografi,imaging,
802240,Peroperatuar kolanjiyografi,imaging,
802250,Poş grafisi,imaging,
802260,Retrograd piyelografi,imaging,
802270,Retrograd üretrografi,imaging,
802280,Sialografi (iki taraf),imaging,
802290,Sialografi (tek taraf),imaging,
802300,Sine özefagografi,imaging,
802310,Sistogram (Üç film),imaging,
802320,T tüp kolanjiyografi,imaging,
802330,Velofaringeal sinefloroskopi,imaging,
802340,Voiding sistoüretrografi,imaging,
802350,Aorta-femoro-popliteal arteriyografi,imaging,
802351,Bronşial arteriografi,imaging,
802360,"Aortografi, torakal",imaging,
802370,"Aortografi, abdominal",imaging,
802380,Coliak anjiyografi ve arteriel portografi,imaging,
802390,"Selektif renal anjiyografi, iki taraf",imaging,
802400,İnferior mezenterik anjiyografi,imaging,
802430,Pelvik arteriyografi,imaging,
802440,Pulmoner anjiyografi,imaging,
802450,Superior mezenterik anjiyografi,imaging,
802460,"Üst ekstremite arteriografi, tek taraf",imaging,
802470,"Femoro-popliteal arteriyografi, tek taraf",imaging,
802480,"Selektif renal anjiyografi, tek taraf",imaging,
802490,Translomber aorto-femoro-popliteal arteriyografi,imaging,
802500,Transplant renal anjiyografi,imaging,
802510,Amytal Testi (VADA),imaging,
802520,Arkus aortografi,imaging,
802530,"Selektif karotid anjiyografi, iki taraf",imaging,
802540,4 sistem selektif serebral anjiyografi,imaging,
802550,Orbital flebografi,imaging,
802560,Petrozal sinüs kan örneklemesi,imaging,
802570,"Selektif vertebral anjiyografi, iki taraf",imaging,
802580,Spinal anjiyografik tarama,imaging,
802590,"Selektif karotid anjiyografi, tek taraf",imaging,
802600,Diyaliz fistülogram,imaging,
802610,Hepatik venografi ve wedge venografi,imaging,
802620,"Sürrenal venografi, iki taraf",imaging,
802630,"Gonadal venografi, iki taraf",imaging,
802640,İnferior veya superior vena kavagrafi,imaging,
802650,Portal venöz kan örneklemesi,imaging,
802660,Renal venografi ve renal ven kan örnekleri alınması,imaging,
802670,Santral venöz kateter patensi kontrastlı değerlendirmesi,imaging,
802680,Splenoportografi,imaging,
802690,"Sürrenal venografi, tek taraf",imaging,
802700,"Gonadal venografi, tek taraf",imaging,
802701,Adrenal venöz örnekleme,imaging,
802702,Paratiroid venöz örnekleme,imaging,
802703,"Pelvik venografi, iki taraf",imaging,
802710,"Venografi, alt ekstremite, tek taraf",imaging,
802720,"Venografi, üst ekstremite, tek taraf",imaging,
802730,Aortik stent-greft uygulaması,therapeutic,
802740,Beyin AVM embolizasyonu / AV Fistül Tedavileri,therapeutic,
802750,Diğer organ ve Tümör Embolizasyon Tedavileri,therapeutic,
802755,Periferik damar embolizasyonu,therapeutic,
802760,Endovasküler Serebral Anevrizma Tedavisi,therapeutic,
802770,Geçici Kateter Yerleştirilmesi,therapeutic,
802780,Perkütan Translüminal Anjiyoplasti (PTA) işlemleri,therapeutic,
802790,"Pseudoanevrizma tedavisi, renkli Doppler ile",therapeutic,
802800,Selektif Trombolitik Tedavi İşlemleri,therapeutic,
802810,Subkütan Port Çıkarılması,therapeutic,
802820,Subkütan Port Yerleştirilmesi,therapeutic,
802830,Supraaortik / Visseral İntravasküler Stent Yerleştirilmesi,therapeutic,
802831,İnfraaortik stent yerleştirilmesi,therapeutic,
802840,Transarteriyel Kemo-Embolizasyon Tedavileri (TAKE),therapeutic,
802850,Transjuguler Intrahepatik Porto-Sistemik Şant (TIPS),therapeutic,
802860,Tünelli Kateter Çıkarılması,therapeutic,
802870,Tünelli Kateter Yerleştirilmesi,therapeutic,
802880,Vena Kavaya Filtre / Stent Yerleştirilmesi,therapeutic,
802890,"Periferik aterektomi, trombektomi veya lazer, tek lezyon",therapeutic,
802891,Akut inmede trombektomi,therapeutic,
802892,"Perkütan Farmakomekanik Tromboliz/Trombektomi, ven, tek lezyon",therapeutic,
802893,"Perkütan Farmakomekanik Tromboliz/Trombektomi, Pulmoner Arter, tek lezyon",therapeutic,
802900,Kemik dansitometresi (Lokal),imaging,
802910,"Kemik dansitometresi, tüm vucut",imaging,
802920,"Dakriyosistoplasti, balon ile",therapeutic,
802930,Görüntüleme eşliğinde biyopsi (Kalın ya da ince iğne),therapeutic,
802940,Gastrointestinal stent yerleştirilmesi,therapeutic,
802950,"İnvajinasyon, baryumlu kolon ile redüksiyon",therapeutic,
802960,"İnvajinasyon, ultrason eşliğinde redüksiyon",therapeutic,
802970,Nazolakrimal kanala stent yerleştirilmesi,therapeutic,
802971,"Nazojejunal beslenme tüpü yerleştirilmesi, floroskopi eşliğinde",therapeutic,
802980,Özefagus dilatasyonu.,therapeutic,
802990,Perkütan akciğer absesi drenajı,therapeutic,
803000,Perkütan alkol ablasyon tedavisi,therapeutic,
803010,Perkütan ampiyem drenajı,therapeutic,
803020,Perkütan apse drenajı,therapeutic,
803030,"Perkütan asit, plevral effüzyon drenajı",therapeutic,
803040,Perkütan bilier drenaj,therapeutic,
803050,Perkütan bilier stent konması,therapeutic,
803060,Perkütan bilier taş çıkarılması,therapeutic,
803070,Perkütan çölyak ganglion blokajı,therapeutic,
803080,Perkütan enterik fistül tedavisi,therapeutic,
803090,Perkütan gastrojejunostomi,therapeutic,
803100,Perkütan gastrostomi,therapeutic,
803110,"Perkütan kist hidatik tedavisi, tek lezyon",therapeutic,
803120,Perkütan koledok dilatasyonu,therapeutic,
