code,description_tr,description_en,parent_code,is_billable
M85.15,"İskelet florozu, pelvik bölge ve uyluk",,M85.1,true
M85.16,"İskelet florozu, alt bacak",,M85.1,true
M85.17,"İskelet florozu, ayak bileği ve ayak",,M85.1,true
M85.18,"İskelet florozu, diğer yer",,M85.1,true
M85.19,"İskelet florozu, tanımlanmamış yer",,M85.1,true
M85.2,Kafatası hiperostozu,Hyperostosis of skull,M85,true
M85.3,Osteitis kondensans,Osteitis condensans,M85,false
M85.30,"Osteitis kondensans, çoğul yerler",,M85.3,true
M85.31,"Osteitis kondensans, omuz bölgesi",,M85.3,true
M85.32,"Osteitis kondensans, üst kol",,M85.3,true
M85.33,"Osteitis kondensans, ön kol",,M85.3,true
M85.34,"Osteitis kondensans, el",,M85.3,true
M85.35,"Osteitis kondensans, pelvik bölge ve uyluk",,M85.3,true
M85.36,"Osteitis kondensans, alt bacak",,M85.3,true
M85.37,"Osteitis kondensans, ayak bileği ve ayak",,M85.3,true
M85.38,"Osteitis kondensans, diğer yer",,M85.3,true
M85.39,"Osteitis kondensans, tanımlanmamış yer",,M85.3,true
M85.4,Soliter kemik kisti,Solitary bone cyst,M85,false
M85.41,"Soliter kemik kisti, omuz bölgesi",,M85.4,true
M85.42,"Soliter kemik kisti, üst kol",,M85.4,true
M85.43,"Soliter kemik kisti, ön kol",,M85.4,true
M85.44,"Soliter kemik kisti, el",,M85.4,true
M85.45,"Soliter kemik kisti, pelvik bölge ve uyluk",,M85.4,true
M85.46,"Soliter kemik kisti, alt bacak",,M85.4,true
M85.47,"Soliter kemik kisti, ayak bileği ve ayak",,M85.4,true
M85.48,"Soliter kemik kisti, diğer yer",,M85.4,true
M85.49,"Soliter kemik kisti, tanımlanmamış yer",,M85.4,true
M85.5,Anevrizmal kemik kisti,Aneurysmal bone cyst,M85,false
M85.50,"Anevrizmal kemik kisti, çoğul yerler",,M85.5,true
M85.51,"Anevrizmal kemik kisti, omuz bölgesi",,M85.5,true
M85.52,"Anevrizmal kemik kisti, üst kol",,M85.5,true
M85.53,"Anevrizmal kemik kisti, ön kol",,M85.5,true
M85.54,"Anevrizmal kemik kisti, el",,M85.5,true
M85.55,"Anevrizmal kemik kisti, pelvik bölge ve uyluk",,M85.5,true
M85.56,"Anevrizmal kemik kisti, alt bacak",,M85.5,true
M85.57,"Anevrizmal kemik kisti, ayak bileği ve ayak",,M85.5,true
M85.58,"Anevrizmal kemik kisti, diğer yer",,M85.5,true
M85.59,"Anevrizmal kemik kisti, tanımlanmamış yer",,M85.5,true
M85.6,Kemiğin diğer kisti,Other cyst of bone,M85,false
M85.60,"Kemiğin diğer kisti, çoğul yerler",,M85.6,true
M85.61,"Kemiğin diğer kisti, omuz bölgesi",,M85.6,true
M85.62,"Kemiğin diğer kisti, üst kol",,M85.6,true
M85.63,"Kemiğin diğer kisti, ön kol",,M85.6,true
M85.64,"Kemiğin diğer kisti, el",,M85.6,true
M85.65,"Kemiğin diğer kisti, pelvik bölge ve uyluk",,M85.6,true
M85.66,"Kemiğin diğer kisti, alt bacak",,M85.6,true
M85.67,"Kemiğin diğer kisti, ayak bileği ve ayak",,M85.6,true
M85.68,"Kemiğin diğer kisti, diğer yer",,M85.6,true
M85.69,"Kemiğin diğer kisti, tanımlanmamış yer",,M85.6,true
M85.8,Kemik dansite ve yapısının diğer tanımlanmış bozuklukları,Other specified disorders of bone density and structure,M85,false
M85.80,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, çoğul yerler",,M85.8,true
M85.81,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, omuz bölgesi",,M85.8,true
M85.82,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, üst kol",,M85.8,true
M85.83,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, ön kol",,M85.8,true
M85.84,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, el",,M85.8,true
M85.85,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, pelvik bölge ve uyluk",,M85.8,true
M85.86,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, bacak",,M85.8,true
M85.87,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, ayak bileği ve ayak",,M85.8,true
M85.88,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, diğer yer",,M85.8,true
M85.89,"Kemik dansite ve yapısının diğer tanımlanmış bozuklukları, tanımlanmamış yer",,M85.8,true
M85.9,Kemik densite ve yapısının tanımlanmamış bozukluğu,"Disorder of bone density and structure, unspecified",M85,false
M85.90,"Kemik densite ve yapısının tanımlanmamış bozukluğu, çoğul yerler",,M85.9,true
M85.91,"Kemik densite ve yapısının tanımlanmamış bozukluğu, omuz bölgesi",,M85.9,true
M85.92,"Kemik densite ve yapısının tanımlanmamış bozukluğu, üst kol",,M85.9,true
M85.93,"Kemik densite ve yapısının tanımlanmamış bozukluğu, ön kol",,M85.9,true
M85.94,"Kemik densite ve yapısının tanımlanmamış bozukluğu, el",,M85.9,true
M85.95,"Kemik densite ve yapısının tanımlanmamış bozukluğu, pelvik bölge ve uyluk",,M85.9,true
M85.96,"Kemik dansite ve yapı bozuklukları, tanımlanmamış, bacak",,M85.9,true
M85.97,"Kemik densite ve yapısının tanımlanmamış bozukluğu, ayak bileği ve ayak",,M85.9,true
M85.98,"Kemik densite ve yapısının tanımlanmamış bozukluğu, diğer yer",,M85.9,true
M85.99,"Kemik densite ve yapısının tanımlanmamış bozukluğu, tanımlanmamış yer",,M85.9,true
M86-M90,Diğer osteopatiler,,M00-M99,false
M86,Osteomiyelit,,M86-M90,false
M86.0,Akut hematojen osteomiyelit,Acute haematogenous osteomyelitis,M86,false
M86.00,"Akut hematojen osteomiyelit, çoğul yerler",,M86.0,true
M86.01,"Akut hematojen osteomiyelit, omuz bölgesi",,M86.0,true
M86.02,"Akut hematojen osteomiyelit, üst kol",,M86.0,true
M86.03,"Akut hematojen osteomiyelit, ön kol",,M86.0,true
M86.04,"Akut hematojen osteomiyelit, el",,M86.0,true
M86.05,"Akut hematojen osteomiyelit, pelvik bölge ve uyluk",,M86.0,true
M86.06,"Akut hematojen osteomiyelit, alt bacak",,M86.0,true
M86.07,"Akut hematojen osteomiyelit, ayak bileği ve ayak",,M86.0,true
M86.08,"Akut hematojen osteomiyelit, diğer yer",,M86.0,true
M86.09,"Akut hematojen osteomiyelit, tanımlanmamış yer",,M86.0,true
M86.1,Diğer akut osteomiyelit,Other acute osteomyelitis,M86,false
M86.10,"Diğer akut osteomiyelit, çoğul yerler",,M86.1,true
M86.11,"Diğer akut osteomiyelit, omuz bölgesi",,M86.1,true
M86.12,"Diğer akut osteomiyelit, üst kol",,M86.1,true
M86.13,"Diğer akut osteomiyelit, ön kol",,M86.1,true
M86.14,"Diğer akut osteomiyelit, el",,M86.1,true
M86.15,"Diğer akut osteomiyelit, pelvik bölge ve uyluk",,M86.1,true
M86.16,"Diğer akut osteomiyelit, alt bacak",,M86.1,true
M86.17,"Diğer akut osteomiyelit, ayak bileği ve ayak",,M86.1,true
M86.18,"Diğer akut osteomiyelit, diğer yer",,M86.1,true
M86.19,"Diğer akut osteomiyelit, tanımlanmamış yer",,M86.1,true
M86.2,Subakut osteomiyelit,Subacute osteomyelitis,M86,false
M86.20,"Subakut osteomiyelit, çoğul yerler",,M86.2,true
M86.21,"Subakut osteomiyelit, omuz bölgesi",,M86.2,true
M86.22,"Subakut osteomiyelit, üst kol",,M86.2,true
M86.23,"Subakut osteomiyelit, ön kol",,M86.2,true
M86.24,"Subakut osteomiyelit, el",,M86.2,true
M86.25,"Subakut osteomiyelit, pelvik bölge ve uyluk",,M86.2,true
M86.26,"Subakut osteomiyelit, alt bacak",,M86.2,true
M86.27,"Subakut osteomiyelit, ayak bileği ve ayak",,M86.2,true
M86.28,"Subakut osteomiyelit, diğer yer",,M86.2,true
M86.29,"Subakut osteomiyelit, tanımlanmamış yer",,M86.2,true
M86.3,Kronik multifokal osteomiyelit,Chronic multifocal osteomyelitis,M86,false
M86.30,"Kronik multifokal osteomiyelit, çoğul yerler",,M86.3,true
M86.31,"Kronik multifokal osteomiyelit, omuz bölgesi",,M86.3,true
M86.32,"Kronik multifokal osteomiyelit, üst kol",,M86.3,true
M86.33,"Kronik multifokal osteomiyelit, ön kol",,M86.3,true
M86.34,"Kronik multifokal osteomiyelit, el",,M86.3,true
M86.35,"Kronik multifokal osteomiyelit, pelvik bölge ve uyluk",,M86.3,true
M86.36,"Kronik multifokal osteomiyelit, alt bacak",,M86.3,true
M86.37,"Kronik multifokal osteomiyelit, ayak bileği ve ayak",,M86.3,true
M86.38,"Kronik multifokal osteomiyelit, diğer yer",,M86.3,true
M86.39,"Kronik multifokal osteomiyelit, tanımlanmamış yer",,M86.3,true
M86.4,Kronik osteomiyelit direne sinüs ile,Chronic osteomyelitis with draining sinus,M86,false
M86.40,"Kronik osteomiyelit direne sinüs ile, çoğul yerler",,M86.4,true
M86.41,"Kronik osteomiyelit direne sinüs ile, omuz bölgesi",,M86.4,true
M86.42,"Kronik osteomiyelit direne sinüs ile, üst kol",,M86.4,true
M86.43,"Kronik osteomiyelit direne sinüs ile, ön kol",,M86.4,true
M86.44,"Kronik osteomiyelit direne sinüs ile, el",,M86.4,true
M86.45,"Kronik osteomiyelit direne sinüs ile, pelvik bölge ve uyluk",,M86.4,true
M86.46,"Kronik osteomiyelit direne sinüs ile, alt bacak",,M86.4,true
M86.47,"Kronik osteomiyelit direne sinüs ile, ayak bileği ve ayak",,M86.4,true
M86.48,"Kronik osteomiyelit direne sinüs ile, diğer yer",,M86.4,true
M86.49,"Kronik osteomiyelit direne sinüs ile, tanımlanmamış yer",,M86.4,true
M86.5,Diğer kronik hematojen osteomiyelit,Other chronic haematogenous osteomyelitis,M86,false
M86.50,"Diğer kronik hematojen osteomiyelit, çoğul yerler",,M86.5,true
M86.51,"Diğer kronik hematojen osteomiyelit, omuz bölgesi",,M86.5,true
M86.52,"Diğer kronik hematojen osteomiyelit, üst kol",,M86.5,true
M86.53,"Diğer kronik hematojen osteomiyelit, ön kol",,M86.5,true
M86.54,"Diğer kronik hematojen osteomiyelit, el",,M86.5,true
M86.55,"Diğer kronik hematojen osteomiyelit, pelvik bölge ve uyluk",,M86.5,true
M86.56,"Diğer kronik hematojen osteomiyelit, alt bacak",,M86.5,true
M86.57,"Diğer kronik hematojen osteomiyelit, ayak bileği ve ayak",,M86.5,true
M86.58,"Diğer kronik hematojen osteomiyelit, diğer yer",,M86.5,true
M86.59,"Diğer kronik hematojen osteomiyelit, tanımlanmamış yer",,M86.5,true
M86.6,Diğer kronik osteomiyelit,Other chronic osteomyelitis,M86,false
M86.60,"Diğer kronik osteomiyelit, çoğul yerler",,M86.6,true
M86.61,"Diğer kronik osteomiyelit, omuz bölgesi",,M86.6,true
M86.62,"Diğer kronik osteomiyelit, üst kol",,M86.6,true
M86.63,"Diğer kronik osteomiyelit, ön kol",,M86.6,true
M86.64,"Diğer kronik osteomiyelit, el",,M86.6,true
M86.65,"Diğer kronik osteomiyelit, pelvik bölge ve uyluk",,M86.6,true
M86.66,"Diğer kronik osteomiyelit, alt bacak",,M86.6,true
M86.67,"Diğer kronik osteomiyelit, ayak bileği ve ayak",,M86.6,true
M86.68,"Diğer kronik osteomiyelit, diğer yer",,M86.6,true
M86.69,"Diğer kronik osteomiyelit, tanımlanmamış yer",,M86.6,true
M86.8,Diğer osteomiyelit,Other osteomyelitis,M86,false
M86.80,"Diğer osteomiyelit, çoğul yerler",,M86.8,true
M86.81,"Diğer osteomiyelit, omuz bölgesi",,M86.8,true
M86.82,"Diğer osteomiyelit, üst kol",,M86.8,true
M86.83,"Diğer osteomiyelit, ön kol",,M86.8,true
M86.84,"Diğer osteomiyelit, el",,M86.8,true
M86.85,"Diğer osteomiyelit, pelvik bölge ve uyluk",,M86.8,true
M86.86,"Diğer osteomiyelit, alt bacak",,M86.8,true
M86.87,"Diğer osteomiyelit, ayak bileği ve ayak",,M86.8,true
M86.88,"Diğer osteomiyelit, diğer yer",,M86.8,true
M86.89,"Diğer osteomiyelit, tanımlanmamış yer",,M86.8,true
M86.9,Tanımlanmamış osteomiyelit,"Osteomyelitis, unspecified",M86,false
M86.90,"Tanımlanmamış osteomiyelit, çoğul yerler",,M86.9,true
M86.91,"Tanımlanmamış osteomiyelit, omuz bölgesi",,M86.9,true
M86.92,"Tanımlanmamış osteomiyelit, üst kol",,M86.9,true
M86.93,"Tanımlanmamış osteomiyelit, ön kol",,M86.9,true
M86.94,"Tanımlanmamış osteomiyelit, el",,M86.9,true
M86.95,"Tanımlanmamış osteomiyelit, pelvik bölge ve uyluk",,M86.9,true
M86.96,"Osteomiyelit, tanımlanmamış, bacak",,M86.9,true
M86.97,"Osteomiyelit, tanımlanmamış, ayak ve ayak bileği",,M86.9,true
M86.98,"Osteomiyelit, tanımlanmamış, diğer bölge",,M86.9,true
M86.99,"Osteomiyelit, tanımlanmamış, bölge tanımlanmamış",,M86.9,true
M87,Osteonekroz,,M86-M90,false
M87.0,Kemiğin idiyopatik aseptik nekrozu,Idiopathic aseptic necrosis of bone,M87,false
M87.00,"Kemiğin idiyopatik aseptik nekrozu, birden fazla bölgede",,M87.0,true
M87.01,"Kemiğin idiyopatik aseptik nekrozu, omuz bölgesi",,M87.0,true
M87.02,"Kemiğin idiyopatik aseptik nekrozu, üst kol",,M87.0,true
M87.03,"Kemiğin idiyopatik aseptik nekrozu, ön kol",,M87.0,true
M87.04,"Kemiğin idiyopatik aseptik nekrozu, el",,M87.0,true
M87.05,"Kemiğin idiyopatik aseptik nekrozu, pelvik bölge ve uyluk",,M87.0,true
M87.06,"Kemiğin idiyopatik aseptik nekrozu, bacak",,M87.0,true
M87.07,"Kemiğin idiyopatik aseptik nekrozu, ayak ve ayak bileği",,M87.0,true
M87.08,"Kemiğin idiyopatik aseptik nekrozu, diğer bölge",,M87.0,true
M87.09,"Kemiğin idiyopatik aseptik nekrozu, bölge tanımlanmamış",,M87.0,true
M87.1,"Osteonekroz, ilaçlara bağlı",Osteonecrosis due to drugs,M87,false
M87.10,"Osteonekroz, ilaçlara bağlı, birden fazla bölgede",,M87.1,true
M87.11,"Osteonekroz, ilaçlara bağlı, omuz bölgesi",,M87.1,true
M87.12,"Osteonekroz, ilaçlara bağlı, üst kol",,M87.1,true
M87.13,"Osteonekroz, ilaçlara bağlı, ön kol",,M87.1,true
M87.14,"Osteonekroz, ilaçlara bağlı, el",,M87.1,true
M87.15,"Osteonekroz, ilaçlara bağlı, pelvik bölge ve uyluk",,M87.1,true
M87.16,"Osteonekroz, ilaçlara bağlı, bacak",,M87.1,true
M87.17,"Osteonekroz, ilaçlara bağlı, ayak ve ayak bileği",,M87.1,true
M87.18,"Osteonekroz, ilaçlara bağlı, diğer bölge",,M87.1,true
M87.19,"Osteonekroz, ilaçlara bağlı, bölge tanımlanmamış",,M87.1,true
M87.2,"Osteonekroz, geçirilmiş travmaya bağlı",Osteonecrosis due to previous trauma,M87,false
M87.20,"Osteonekroz, geçirilmiş travmaya bağlı, birden fazla bölgede",,M87.2,true
M87.21,"Osteonekroz, geçirilmiş travmaya bağlı, omuz bölgesi",,M87.2,true
M87.22,"Osteonekroz, geçirilmiş travmaya bağlı, üst kol",,M87.2,true
M87.23,"Osteonekroz, geçirilmiş travmaya bağlı, ön kol",,M87.2,true
M87.24,"Osteonekroz, geçirilmiş travmaya bağlı, el",,M87.2,true
M87.25,"Osteonekroz, geçirilmiş travmaya bağlı, pelvik bölge ve uyluk",,M87.2,true
M87.26,"Osteonekroz, geçirilmiş travmaya bağlı, bacak",,M87.2,true
M87.27,"Osteonekroz, geçirilmiş travmaya bağlı, ayak ve ayak bileği",,M87.2,true
M87.28,"Osteonekroz, geçirilmiş travmaya bağlı, diğer bölge",,M87.2,true
M87.29,"Osteonekroz, geçirilmiş travmaya bağlı, bölge tanımlanmamış",,M87.2,true
M87.3,"Sekonder osteonekroz, diğer",Other secondary osteonecrosis,M87,false
M87.30,"Sekonder osteonekroz, diğer, birden fazla bölgede",,M87.3,true
M87.31,"Sekonder osteonekroz, diğer, omuz bölgesi",,M87.3,true
M87.32,"Sekonder osteonekroz, diğer, üst kol",,M87.3,true
M87.33,"Sekonder osteonekroz, diğer, ön kol",,M87.3,true
M87.34,"Sekonder osteonekroz, diğer, el",,M87.3,true
M87.35,"Sekonder osteonekroz, diğer, pelvik bölge ve uyluk",,M87.3,true
M87.36,"Sekonder osteonekroz, diğer, bacak",,M87.3,true
M87.37,"Sekonder osteonekroz, diğer, ayak ve ayak bileği",,M87.3,true
M87.38,"Sekonder osteonekroz, diğer, diğer bölge",,M87.3,true
M87.39,"Sekonder osteonekroz, diğer, bölge tanımlanmamış",,M87.3,true
M87.8,"Osteonekroz, diğer",Other osteonecrosis,M87,false
M87.80,"Osteonekroz, diğer, birden fazla bölgede",,M87.8,true
M87.81,"Osteonekroz, diğer, omuz bölgesi",,M87.8,true
M87.82,"Osteonekroz, diğer, üst kol",,M87.8,true
M87.83,"Osteonekroz, diğer, ön kol",,M87.8,true
M87.84,"Osteonekroz, diğer, el",,M87.8,true
M87.85,"Osteonekroz, diğer, pelvik bölge ve uyluk",,M87.8,true
M87.86,"Osteonekroz, diğer, bacak",,M87.8,true
M87.87,"Osteonekroz, diğer, ayak ve ayak bileği",,M87.8,true
M87.88,"Osteonekroz, diğer, diğer bölge",,M87.8,true
M87.89,"Osteonekroz, diğer, bölge tanımlanmamış",,M87.8,true
M87.9,"Osteonekroz, tanımlanmamış","Osteonecrosis, unspecified",M87,false
M87.90,"Osteonekroz, tanımlanmamış, birden fazla bölgede",,M87.9,true
M87.91,"Osteonekroz, tanımlanmamış, omuz bölgesi",,M87.9,true
M87.92,"Osteonekroz, tanımlanmamış, üst kol",,M87.9,true
M87.93,"Osteonekroz, tanımlanmamış, ön kol",,M87.9,true
M87.94,"Osteonekroz, tanımlanmamış, el",,M87.9,true
M87.95,"Osteonekroz, tanımlanmamış, pelvik bölge ve uyluk",,M87.9,true
M87.96,"Osteonekroz, tanımlanmamış, bacak",,M87.9,true
M87.97,"Osteonekroz, tanımlanmamış, ayak ve ayak bileği",,M87.9,true
M87.98,"Osteonekroz, tanımlanmamış, diğer bölge",,M87.9,true
M87.99,"Osteonekroz, tanımlanmamış, bölge tanımlanmamış",,M87.9,true
M88,Kemiğin paget hastalığı [osteit deformans],,M86-M90,false
M88.0,Kafa kemiklerinin paget hastalığı,Pagets disease of skull,M88,true
M88.8,"Kemiklerin paget hastalığı, diğer",Pagets disease of other bones,M88,false
M88.80,"Kemiklerin paget hastalığı, diğer birden fazla bölgede",,M88.8,true
M88.81,"Kemiklerin paget hastalığı, diğer, omuz bölgesi",,M88.8,true
M88.82,"Kemiklerin paget hastalığı, diğer, üst kol",,M88.8,true
M88.83,"Kemiklerin paget hastalığı, diğer, ön kol",,M88.8,true
M88.84,"Kemiklerin paget hastalığı, diğer, el",,M88.8,true
M88.85,"Kemiklerin paget hastalığı, diğer, pelvik bölge ve uyluk",,M88.8,true
M88.86,"Kemiklerin paget hastalığı, diğer, bacak",,M88.8,true
M88.87,"Kemiklerin paget hastalığı, diğer, ayak ve ayak bileği",,M88.8,true
M88.88,"Kemiklerin paget hastalığı, diğer, diğer bölge",,M88.8,true
M88.9,"Kemiklerin paget hastalığı, diğer, bölge tanımlanmamış","Pagets disease of bone, unspecified",M88,true
M89,Kemiğin diğer bozuklukları,,M86-M90,false
M89.0,Algonörodistrofi,Algoneurodystrophy,M89,false
M89.00,"Algonörodistrofi, birden fazla bölgede",,M89.0,true
M89.01,"Algonörodistrofi, omuz bölgesi",,M89.0,true
M89.02,"Algonörodistrofi, üst kol",,M89.0,true
M89.03,"Algonörodistrofi, ön kol",,M89.0,true
M89.04,"Algonörodistrofi, el",,M89.0,true
M89.05,"Algonörodistrofi, pelvik bölge ve uyluk",,M89.0,true
M89.06,"Algonörodistrofi, bacak",,M89.0,true
M89.07,"Algonörodistrofi, ayak ve ayak bileği",,M89.0,true
M89.08,"Algonörodistrofi, diğer bölge",,M89.0,true
M89.09,"Algonörodistrofi, bölge tanımlanmamış",,M89.0,true
M89.1,Epifizial durma,Epiphyseal arrest,M89,false
M89.10,"Epifizial durma, birden fazla bölgede",,M89.1,true
M89.11,"Epifizial durma, omuz bölgesi",,M89.1,true
M89.12,"Epifizial durma, üst kol",,M89.1,true
M89.13,"Epifizial durma, ön kol",,M89.1,true
M89.14,"Epifizial durma, el",,M89.1,true
M89.15,"Epifizial durma, pelvik bölge ve uyluk",,M89.1,true
M89.16,"Epifizial durma, bacak",,M89.1,true
M89.17,"Epifizial durma, ayak ve ayak bileği",,M89.1,true
M89.18,"Epifizial durma, diğer bölge",,M89.1,true
M89.19,"Epifizial durma, bölge tanımlanmamış",,M89.1,true
M89.2,Kemiğin gelişim ve büyümesinin diğer bozuklukları,Other disorders of bone development and growth,M89,false
M89.20,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, birden fazla bölgede",,M89.2,true
M89.21,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, omuz bölgesi",,M89.2,true
M89.22,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, üst kol",,M89.2,true
M89.23,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, ön kol",,M89.2,true
M89.24,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, el",,M89.2,true
M89.25,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, pelvik bölge ve uyluk",,M89.2,true
M89.26,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, bacak",,M89.2,true
M89.27,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, ayak ve ayak bileği",,M89.2,true
M89.28,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, diğer bölge",,M89.2,true
M89.29,"Kemiğin gelişim ve büyümesinin diğer bozuklukları, bölge tanımlanmamış",,M89.2,true
M89.3,Kemiğin hipertrofisi,Hypertrophy of bone,M89,false
M89.30,"Kemiğin hipertrofisi, birden fazla bölgede",,M89.3,true
M89.31,"Kemiğin hipertrofisi, omuz bölgesi",,M89.3,true
M89.32,"Kemiğin hipertrofisi, üst kol",,M89.3,true
M89.33,"Kemiğin hipertrofisi, ön kol",,M89.3,true
M89.34,"Kemiğin hipertrofisi, el",,M89.3,true
M89.35,"Kemiğin hipertrofisi, pelvik bölge ve uyluk",,M89.3,true
M89.36,"Kemiğin hipertrofisi, bacak",,M89.3,true
M89.37,"Kemiğin hipertrofisi, ayak ve ayak bileği",,M89.3,true
M89.38,"Kemiğin hipertrofisi, diğer bölge",,M89.3,true
M89.39,"Kemiğin hipertrofisi, bölge tanımlanmamış",,M89.3,true
M89.4,"Hipertrofik osteoartropati, diğer",Other hypertrophic osteoarthropathy,M89,false
M89.40,"Hipertrofik osteoartropati, diğer, birden fazla bölgede",,M89.4,true
M89.41,"Hipertrofik osteoartropati, diğer, omuz bölgesi",,M89.4,true
M89.42,"Hipertrofik osteoartropati, diğer, üst kol",,M89.4,true
M89.43,"Hipertrofik osteoartropati, diğer, ön kol",,M89.4,true
M89.44,"Hipertrofik osteoartropati, diğer, el",,M89.4,true
M89.45,"Hipertrofik osteoartropati, diğer, pelvik bölge ve uyluk",,M89.4,true
M89.46,"Hipertrofik osteoartropati, diğer, bacak",,M89.4,true
M89.47,"Hipertrofik osteoartropati, diğer, ayak ve ayak bileği",,M89.4,true
M89.48,"Hipertrofik osteoartropati, diğer, diğer bölge",,M89.4,true
M89.49,"Hipertrofik osteoartropati, diğer, bölge tanımlanmamış",,M89.4,true
M89.5,Osteoliz,Osteolysis,M89,false
M89.50,"Osteoliz, birden fazla bölgede",,M89.5,true
M89.51,"Osteoliz, omuz bölgesi",,M89.5,true
M89.52,"Osteoliz, üst kol",,M89.5,true
M89.53,"Osteoliz, ön kol",,M89.5,true
M89.54,"Osteoliz, el",,M89.5,true
M89.55,"Osteoliz, pelvik bölge ve uyluk",,M89.5,true
M89.56,"Osteoliz, bacak",,M89.5,true
M89.57,"Osteoliz, ayak ve ayak bileği",,M89.5,true
M89.58,"Osteoliz, diğer bölge",,M89.5,true
M89.59,"Osteoliz, bölge tanımlanmamış",,M89.5,true
M89.6,"Osteopati, poliomyelitten sonra",Osteopathy after poliomyelitis,M89,false
M89.60,"Osteopati, poliomyelitten sonra, birden fazla bölgede",,M89.6,true
M89.61,"Osteopati, poliomyelitten sonra, omuz bölgesi",,M89.6,true
M89.62,"Osteopati, poliomyelitten sonra, üst kol",,M89.6,true
M89.63,"Osteopati, poliomyelitten sonra, ön kol",,M89.6,true
M89.64,"Osteopati, poliomyelitten sonra, el",,M89.6,true
M89.65,"Osteopati, poliomyelitten sonra, pelvik bölge ve uyluk",,M89.6,true
M89.66,"Osteopati, poliomyelitten sonra, bacak",,M89.6,true
M89.67,"Osteopati, poliomyelitten sonra, ayak ve ayak bileği",,M89.6,true
M89.68,"Osteopati, poliomyelitten sonra, diğer bölge",,M89.6,true
M89.69,"Osteopati, poliomyelitten sonra, bölge tanımlanmamış",,M89.6,true
M89.8,Kemiğin diğer tanımlanmış bozuklukları,Other specified disorders of bone,M89,false
M89.80,"Kemiğin diğer tanımlanmış bozuklukları, birden fazla bölgede",,M89.8,true
M89.81,"Kemiğin diğer tanımlanmış bozuklukları, omuz bölgesi",,M89.8,true
M89.82,"Kemiğin diğer tanımlanmış bozuklukları, üst kol",,M89.8,true
M89.83,"Kemiğin diğer tanımlanmış bozuklukları, ön kol",,M89.8,true
M89.84,"Kemiğin diğer tanımlanmış bozuklukları, el",,M89.8,true
M89.85,"Kemiğin diğer tanımlanmış bozuklukları, pelvik bölge ve uyluk",,M89.8,true
M89.86,"Kemiğin diğer tanımlanmış bozuklukları, bacak",,M89.8,true
M89.87,"Kemiğin diğer tanımlanmış bozuklukları, ayak ve ayak bileği",,M89.8,true
M89.88,"Kemiğin diğer tanımlanmış bozuklukları, diğer bölge",,M89.8,true
M89.89,"Kemiğin diğer tanımlanmış bozuklukları, bölge tanımlanmamış",,M89.8,true
M89.9,"Kemiğin bozuklukları, tanımlanmamış","Disorder of bone, unspecified",M89,false
M89.90,"Kemiğin bozuklukları, tanımlanmamış, birden fazla bölgede",,M89.9,true
M89.91,"Kemiğin bozuklukları, tanımlanmamış, omuz bölgesi",,M89.9,true
M89.92,"Kemiğin bozuklukları, tanımlanmamış, üst kol",,M89.9,true
M89.93,"Kemiğin bozuklukları, tanımlanmamış, ön kol",,M89.9,true
M89.94,"Kemiğin bozuklukları, tanımlanmamış, el",,M89.9,true
M89.95,"Kemiğin bozuklukları, tanımlanmamış, pelvik bölge ve uyluk",,M89.9,true
M89.96,"Kemiğin bozuklukları, tanımlanmamış, bacak",,M89.9,true
M89.97,"Kemiğin bozuklukları, tanımlanmamış, ayak ve ayak bileği",,M89.9,true
M89.98,"Kemiğin bozuklukları, tanımlanmamış, diğer bölge",,M89.9,true
M89.99,"Kemiğin bozuklukları, tanımlanmamış, bölge tanımlanmamış",,M89.9,true
M90,"Osteopatiler, başka yerde sınıflanmış hastalıklarda",,M86-M90,false
M90.0,Kemik tüberkülozu (A18.0†),Tuberculosis of bone,M90,false
M90.00,"Kemik tüberkülozu, birden fazla bölgede (A18.0†)",,M90.0,true
M90.01,"Kemik tüberkülozu, omuz bölgesi (A18.0†)",,M90.0,true
M90.02,"Kemik tüberkülozu, üst kol (A18.0†)",,M90.0,true
M90.03,"Kemik tüberkülozu, ön kol (A18.0†)",,M90.0,true
M90.04,"Kemik tüberkülozu, el (A18.0†)",,M90.0,true
M90.05,"Kemik tüberkülozu, pelvik bölge ve uyluk (A18.0†)",,M90.0,true
M90.06,"Kemik tüberkülozu, bacak (A18.0†)",,M90.0,true
